Method 1,Method 2,Method 3,Method 4,Method 5,Method 6
6.794929504394531e-05,0.0001571178436279297,0.0003540515899658203,0.0003018379211425781,0.0003261566162109375,0.000270843505859375
6.794929504394531e-05,0.0001590251922607422,0.0003559589385986328,0.0003032684326171875,0.0003299713134765625,0.0002739429473876953
6.794929504394531e-05,0.00015497207641601562,0.0003571510314941406,0.00029587745666503906,0.00032591819763183594,0.0002658367156982422
6.794929504394531e-05,0.00015783309936523438,0.00035309791564941406,0.0003020763397216797,0.0003249645233154297,0.00027108192443847656
6.818771362304688e-05,0.00015592575073242188,0.00034308433532714844,0.0002949237823486328,0.0003261566162109375,0.0002639293670654297
6.914138793945312e-05,0.00015497207641601562,0.00034308433532714844,0.0002980232238769531,0.00032782554626464844,0.0002741813659667969
6.771087646484375e-05,0.00015807151794433594,0.0003528594970703125,0.0003020763397216797,0.00032210350036621094,0.0002720355987548828
6.914138793945312e-05,0.00015592575073242188,0.00035309791564941406,0.00029587745666503906,0.0003299713134765625,0.00027632713317871094
6.699562072753906e-05,0.00015687942504882812,0.00034999847412109375,0.0002911090850830078,0.0003247261047363281,0.00026917457580566406
6.508827209472656e-05,0.0001552104949951172,0.00034999847412109375,0.00029778480529785156,0.00032782554626464844,0.00027489662170410156
6.818771362304688e-05,0.00015783309936523438,0.0003540515899658203,0.0003032684326171875,0.0003268718719482422,0.00026488304138183594
6.508827209472656e-05,0.00015401840209960938,0.0003437995910644531,0.0002942085266113281,0.00031685829162597656,0.0002639293670654297
6.604194641113281e-05,0.00015306472778320312,0.00034308433532714844,0.0002949237823486328,0.0003180503845214844,0.0002658367156982422
6.818771362304688e-05,0.00015997886657714844,0.0003528594970703125,0.0003020763397216797,0.00033211708068847656,0.0002779960632324219
6.67572021484375e-05,0.0001571178436279297,0.00035881996154785156,0.0003027915954589844,0.00033211708068847656,0.0002760887145996094
7.200241088867188e-05,0.00015807151794433594,0.00035691261291503906,0.00030303001403808594,0.0003299713134765625,0.0002758502960205078
7.295608520507812e-05,0.0001590251922607422,0.00035691261291503906,0.0003039836883544922,0.00032901763916015625,0.0002760887145996094
6.914138793945312e-05,0.00015783309936523438,0.0003561973571777344,0.0003027915954589844,0.0003299713134765625,0.0002770423889160156
6.914138793945312e-05,0.00015807151794433594,0.0003559589385986328,0.0003039836883544922,0.00032782554626464844,0.0002772808074951172
6.985664367675781e-05,0.00016021728515625,0.0003559589385986328,0.00030422210693359375,0.0003299713134765625,0.0002760887145996094
7.009506225585938e-05,0.0001590251922607422,0.0003581047058105469,0.0003008842468261719,0.0003299713134765625,0.0002760887145996094
6.914138793945312e-05,0.00015783309936523438,0.0003571510314941406,0.00029969215393066406,0.0003311634063720703,0.0002758502960205078
6.890296936035156e-05,0.0001590251922607422,0.0003559589385986328,0.0003037452697753906,0.0003299713134765625,0.0002760887145996094
6.890296936035156e-05,0.0001609325408935547,0.0003600120544433594,0.00030517578125,0.00033092498779296875,0.0002758502960205078
6.890296936035156e-05,0.0001590251922607422,0.0003571510314941406,0.0003039836883544922,0.0003299713134765625,0.0002760887145996094
6.890296936035156e-05,0.0001590251922607422,0.0003571510314941406,0.00030493736267089844,0.00033092498779296875,0.0002758502960205078
6.914138793945312e-05,0.0001621246337890625,0.00035881996154785156,0.0003058910369873047,0.0003299713134765625,0.00028324127197265625
6.818771362304688e-05,0.00015997886657714844,0.0003578662872314453,0.000308990478515625,0.0003342628479003906,0.0002758502960205078
6.914138793945312e-05,0.0001590251922607422,0.0003578662872314453,0.0003058910369873047,0.00033092498779296875,0.0002772808074951172
6.794929504394531e-05,0.00015878677368164062,0.00035834312438964844,0.00030493736267089844,0.00033092498779296875,0.0002770423889160156
6.985664367675781e-05,0.00016021728515625,0.0003590583801269531,0.00030493736267089844,0.00032401084899902344,0.0002770423889160156
6.985664367675781e-05,0.00015926361083984375,0.00035881996154785156,0.00030112266540527344,0.0003299713134765625,0.00027179718017578125
7.033348083496094e-05,0.00015878677368164062,0.0003490447998046875,0.00030684471130371094,0.0003299713134765625,0.0002741813659667969
6.794929504394531e-05,0.00015997886657714844,0.00036025047302246094,0.0003058910369873047,0.000331878662109375,0.0002779960632324219
6.985664367675781e-05,0.00015997886657714844,0.0003561973571777344,0.0002999305725097656,0.00033211708068847656,0.0002758502960205078
6.771087646484375e-05,0.00015997886657714844,0.0003600120544433594,0.0003070831298828125,0.00033092498779296875,0.00027489662170410156
6.818771362304688e-05,0.00015997886657714844,0.00035572052001953125,0.00030517578125,0.0003211498260498047,0.0002758502960205078
6.914138793945312e-05,0.00015878677368164062,0.00035691261291503906,0.0003001689910888672,0.0003249645233154297,0.0002779960632324219
6.771087646484375e-05,0.0001621246337890625,0.0003578662872314453,0.0003070831298828125,0.0003311634063720703,0.0002779960632324219
6.794929504394531e-05,0.00015878677368164062,0.0003581047058105469,0.0003070831298828125,0.00033211708068847656,0.0002796649932861328
6.985664367675781e-05,0.00015997886657714844,0.0003590583801269531,0.00030303001403808594,0.00032806396484375,0.0002758502960205078
6.67572021484375e-05,0.0001621246337890625,0.0003600120544433594,0.00030517578125,0.00033283233642578125,0.0002789497375488281
6.794929504394531e-05,0.0001609325408935547,0.00035834312438964844,0.000308990478515625,0.00033020973205566406,0.0002777576446533203
6.771087646484375e-05,0.00016021728515625,0.0003600120544433594,0.000308990478515625,0.000331878662109375,0.0002770423889160156
6.699562072753906e-05,0.0001590251922607422,0.0003581047058105469,0.0003027915954589844,0.00033211708068847656,0.0002779960632324219
7.009506225585938e-05,0.00016117095947265625,0.00035190582275390625,0.00030803680419921875,0.00032520294189453125,0.0002779960632324219
6.890296936035156e-05,0.00015997886657714844,0.0003581047058105469,0.0003058910369873047,0.0003361701965332031,0.0002770423889160156
6.699562072753906e-05,0.00016069412231445312,0.0003612041473388672,0.00030803680419921875,0.00033473968505859375,0.0002732276916503906
6.890296936035156e-05,0.00016617774963378906,0.00035881996154785156,0.0003101825714111328,0.00032210350036621094,0.0002739429473876953
7.009506225585938e-05,0.00015997886657714844,0.0003609657287597656,0.000308990478515625,0.00033473968505859375,0.0002732276916503906
6.890296936035156e-05,0.0001621246337890625,0.0003559589385986328,0.0003058910369873047,0.0003299713134765625,0.0002791881561279297
6.985664367675781e-05,0.0001621246337890625,0.0003609657287597656,0.0003070831298828125,0.0003349781036376953,0.0002789497375488281
6.818771362304688e-05,0.0001609325408935547,0.00036215782165527344,0.00030994415283203125,0.00032901763916015625,0.0002779960632324219
6.890296936035156e-05,0.0001621246337890625,0.0003540515899658203,0.000308990478515625,0.0003330707550048828,0.00027680397033691406
6.794929504394531e-05,0.0001571178436279297,0.00034999847412109375,0.0002980232238769531,0.0003268718719482422,0.00028014183044433594
6.699562072753906e-05,0.00015592575073242188,0.00035309791564941406,0.0003008842468261719,0.0003330707550048828,0.00027298927307128906
6.604194641113281e-05,0.00015687942504882812,0.0003521442413330078,0.0002989768981933594,0.00032401084899902344,0.00026988983154296875
7.009506225585938e-05,0.00016307830810546875,0.00035881996154785156,0.00030994415283203125,0.00033402442932128906,0.00027179718017578125
6.699562072753906e-05,0.0001609325408935547,0.00036406517028808594,0.0003101825714111328,0.000331878662109375,0.0002796649932861328
7.128715515136719e-05,0.00016164779663085938,0.00036716461181640625,0.00031304359436035156,0.0003380775451660156,0.0002810955047607422
6.723403930664062e-05,0.0001621246337890625,0.00036072731018066406,0.0003082752227783203,0.0003268718719482422,0.000270843505859375
6.985664367675781e-05,0.00015997886657714844,0.0003693103790283203,0.0003037452697753906,0.0003330707550048828,0.00028014183044433594
6.794929504394531e-05,0.00015878677368164062,0.00037026405334472656,0.00030684471130371094,0.00033402442932128906,0.0002810955047607422
6.914138793945312e-05,0.00016188621520996094,0.000370025634765625,0.00030994415283203125,0.0003380775451660156,0.00027680397033691406
6.723403930664062e-05,0.00015783309936523438,0.00037598609924316406,0.0003101825714111328,0.0003349781036376953,0.0002799034118652344
7.009506225585938e-05,0.00016188621520996094,0.00036406517028808594,0.0003077983856201172,0.0003352165222167969,0.0002827644348144531
6.67572021484375e-05,0.0001621246337890625,0.0003662109375,0.0003108978271484375,0.0003368854522705078,0.00028204917907714844
7.295608520507812e-05,0.0001621246337890625,0.0003609657287597656,0.00030803680419921875,0.0003299713134765625,0.00028014183044433594
6.818771362304688e-05,0.00015473365783691406,0.0003509521484375,0.0003008842468261719,0.00032782554626464844,0.0002722740173339844
6.699562072753906e-05,0.0001609325408935547,0.00035190582275390625,0.00030112266540527344,0.0003261566162109375,0.00027179718017578125
6.723403930664062e-05,0.00015687942504882812,0.0003528594970703125,0.00030112266540527344,0.0003249645233154297,0.0002751350402832031
6.771087646484375e-05,0.00016117095947265625,0.00036072731018066406,0.0003101825714111328,0.000331878662109375,0.0002722740173339844
6.818771362304688e-05,0.00015687942504882812,0.0003552436828613281,0.00030517578125,0.00032591819763183594,0.0002751350402832031
6.794929504394531e-05,0.00015616416931152344,0.000354766845703125,0.00029921531677246094,0.00032806396484375,0.0002739429473876953
6.699562072753906e-05,0.00015997886657714844,0.0003631114959716797,0.0002999305725097656,0.00032591819763183594,0.00027179718017578125
6.914138793945312e-05,0.00015687942504882812,0.00036406517028808594,0.00030994415283203125,0.0003371238708496094,0.0002739429473876953
6.985664367675781e-05,0.00016498565673828125,0.00036215782165527344,0.00030303001403808594,0.00032591819763183594,0.0002732276916503906
6.794929504394531e-05,0.0001590251922607422,0.0003540515899658203,0.00030303001403808594,0.0003268718719482422,0.00027108192443847656
6.985664367675781e-05,0.00016498565673828125,0.000370025634765625,0.00030493736267089844,0.00032806396484375,0.0002732276916503906
7.295608520507812e-05,0.0001590251922607422,0.0003581047058105469,0.00030994415283203125,0.00033783912658691406,0.0002791881561279297
6.771087646484375e-05,0.00016307830810546875,0.0003650188446044922,0.0003020763397216797,0.0003268718719482422,0.00027298927307128906
6.699562072753906e-05,0.00015687942504882812,0.0003540515899658203,0.00030517578125,0.00032782554626464844,0.0002739429473876953
6.818771362304688e-05,0.00015878677368164062,0.0003552436828613281,0.0003159046173095703,0.0003330707550048828,0.0002739429473876953
6.818771362304688e-05,0.0001621246337890625,0.0003609657287597656,0.00031304359436035156,0.0003299713134765625,0.0002739429473876953
6.794929504394531e-05,0.0001590251922607422,0.0003650188446044922,0.00030684471130371094,0.00032806396484375,0.0002739429473876953
6.771087646484375e-05,0.0001590251922607422,0.00035500526428222656,0.00030422210693359375,0.0003299713134765625,0.00027298927307128906
6.794929504394531e-05,0.00015807151794433594,0.0003578662872314453,0.0003139972686767578,0.0003352165222167969,0.00028395652770996094
6.890296936035156e-05,0.00016498565673828125,0.0003631114959716797,0.00031304359436035156,0.0003399848937988281,0.0002808570861816406
7.104873657226562e-05,0.00016379356384277344,0.00036144256591796875,0.0003077983856201172,0.0003268718719482422,0.0002739429473876953
6.818771362304688e-05,0.00015997886657714844,0.0003559589385986328,0.00030303001403808594,0.0003287792205810547,0.0002741813659667969
7.009506225585938e-05,0.00015783309936523438,0.0003581047058105469,0.00030493736267089844,0.00032901763916015625,0.0002741813659667969
6.890296936035156e-05,0.00015997886657714844,0.0003559589385986328,0.0003101825714111328,0.00033593177795410156,0.0002739429473876953
6.794929504394531e-05,0.0001652240753173828,0.0003559589385986328,0.00030493736267089844,0.00032901763916015625,0.0002770423889160156
6.914138793945312e-05,0.00015878677368164062,0.00035691261291503906,0.00030422210693359375,0.0003299713134765625,0.00027489662170410156
6.914138793945312e-05,0.00016307830810546875,0.0003571510314941406,0.0003046989440917969,0.00033211708068847656,0.00027489662170410156
6.794929504394531e-05,0.00015997886657714844,0.0003571510314941406,0.0003058910369873047,0.00034308433532714844,0.0002758502960205078
6.818771362304688e-05,0.0001590251922607422,0.00035691261291503906,0.0003039836883544922,0.00032901763916015625,0.00027489662170410156
6.699562072753906e-05,0.0001590251922607422,0.0003566741943359375,0.00030422210693359375,0.0003299713134765625,0.00027489662170410156
6.699562072753906e-05,0.0001590251922607422,0.0003478527069091797,0.0003020763397216797,0.00033092498779296875,0.00027489662170410156
6.818771362304688e-05,0.0001590251922607422,0.0003581047058105469,0.0002989768981933594,0.0003299713134765625,0.00027489662170410156
6.914138793945312e-05,0.0001659393310546875,0.0003676414489746094,0.0003151893615722656,0.0003368854522705078,0.00028228759765625
6.818771362304688e-05,0.0001590251922607422,0.0003600120544433594,0.0003077983856201172,0.0003299713134765625,0.0002779960632324219
6.818771362304688e-05,0.0001609325408935547,0.0003600120544433594,0.0003120899200439453,0.0003368854522705078,0.00027489662170410156
6.818771362304688e-05,0.0001678466796875,0.0003712177276611328,0.0003180503845214844,0.00033473968505859375,0.00028586387634277344
7.104873657226562e-05,0.000164031982421875,0.0003600120544433594,0.000308990478515625,0.0003418922424316406,0.0002791881561279297
6.985664367675781e-05,0.00016999244689941406,0.0003719329833984375,0.0003161430358886719,0.0003399848937988281,0.0002849102020263672
7.200241088867188e-05,0.00015997886657714844,0.00036716461181640625,0.0003178119659423828,0.0003399848937988281,0.00028514862060546875
7.081031799316406e-05,0.0001659393310546875,0.0003712177276611328,0.0003159046173095703,0.0003349781036376953,0.0002760887145996094
6.890296936035156e-05,0.0001609325408935547,0.0003590583801269531,0.00030803680419921875,0.0003368854522705078,0.0002849102020263672
6.914138793945312e-05,0.00015997886657714844,0.0003731250762939453,0.000308990478515625,0.00033283233642578125,0.00027823448181152344
6.890296936035156e-05,0.00015997886657714844,0.0003581047058105469,0.0003108978271484375,0.0003418922424316406,0.00028705596923828125
7.104873657226562e-05,0.00016188621520996094,0.000392913818359375,0.0003337860107421875,0.0003371238708496094,0.00029015541076660156
7.295608520507812e-05,0.0001621246337890625,0.00036907196044921875,0.0003170967102050781,0.0003418922424316406,0.0002880096435546875
7.081031799316406e-05,0.0001678466796875,0.0003731250762939453,0.0003190040588378906,0.0003428459167480469,0.00027823448181152344
7.009506225585938e-05,0.000171661376953125,0.0003619194030761719,0.00030994415283203125,0.00033211708068847656,0.0002779960632324219
6.914138793945312e-05,0.0001609325408935547,0.00037789344787597656,0.0003211498260498047,0.0003428459167480469,0.0002791881561279297
6.890296936035156e-05,0.0001609325408935547,0.0003719329833984375,0.0003101825714111328,0.000331878662109375,0.0002791881561279297
6.914138793945312e-05,0.00016188621520996094,0.0003600120544433594,0.00030803680419921875,0.00033783912658691406,0.0002810955047607422
7.009506225585938e-05,0.00016117095947265625,0.0003619194030761719,0.00030493736267089844,0.0003368854522705078,0.00028014183044433594
7.009506225585938e-05,0.0001621246337890625,0.0003688335418701172,0.0003159046173095703,0.0003361701965332031,0.00028014183044433594
7.176399230957031e-05,0.00016117095947265625,0.0003609657287597656,0.00030612945556640625,0.00034117698669433594,0.0002796649932861328
6.985664367675781e-05,0.00016689300537109375,0.0003750324249267578,0.0003190040588378906,0.00035119056701660156,0.00029087066650390625
7.176399230957031e-05,0.0001671314239501953,0.0004608631134033203,0.0003261566162109375,0.0003838539123535156,0.000308990478515625
7.605552673339844e-05,0.00016808509826660156,0.00039005279541015625,0.0003211498260498047,0.00034499168395996094,0.00029087066650390625
7.295608520507812e-05,0.00016736984252929688,0.0003635883331298828,0.0003120899200439453,0.0003440380096435547,0.0002810955047607422
7.295608520507812e-05,0.00016689300537109375,0.00037288665771484375,0.00031685829162597656,0.0003452301025390625,0.0002899169921875
7.081031799316406e-05,0.00016188621520996094,0.00036716461181640625,0.0003199577331542969,0.0003437995910644531,0.0002810955047607422
7.081031799316406e-05,0.0001690387725830078,0.0003750324249267578,0.00032210350036621094,0.0003440380096435547,0.0002808570861816406
6.914138793945312e-05,0.00016880035400390625,0.00037407875061035156,0.00032520294189453125,0.0003447532653808594,0.00028896331787109375
7.295608520507812e-05,0.0001609325408935547,0.00036978721618652344,0.00031828880310058594,0.0003447532653808594,0.000286102294921875
7.319450378417969e-05,0.0001671314239501953,0.0003666877746582031,0.00031828880310058594,0.0003478527069091797,0.0002911090850830078
7.295608520507812e-05,0.00016689300537109375,0.0003693103790283203,0.0003199577331542969,0.0003478527069091797,0.00028395652770996094
7.081031799316406e-05,0.0001659393310546875,0.00036406517028808594,0.000308990478515625,0.0003619194030761719,0.00030684471130371094
7.510185241699219e-05,0.0001628398895263672,0.00039005279541015625,0.0003180503845214844,0.00033593177795410156,0.0002810955047607422
6.985664367675781e-05,0.00016307830810546875,0.0003771781921386719,0.00031685829162597656,0.00034618377685546875,0.00029087066650390625
7.224082946777344e-05,0.0001659393310546875,0.0003628730773925781,0.00031113624572753906,0.00033473968505859375,0.0002841949462890625
7.081031799316406e-05,0.00016307830810546875,0.0003631114959716797,0.00030994415283203125,0.0003368854522705078,0.0002799034118652344
6.985664367675781e-05,0.00016307830810546875,0.0003631114959716797,0.00031113624572753906,0.000335693359375,0.00028014183044433594
7.104873657226562e-05,0.00016188621520996094,0.0003631114959716797,0.0003170967102050781,0.0003409385681152344,0.0002918243408203125
7.343292236328125e-05,0.00016617774963378906,0.0004138946533203125,0.00030112266540527344,0.00033283233642578125,0.0002751350402832031
7.200241088867188e-05,0.00016188621520996094,0.0003650188446044922,0.0003101825714111328,0.00033473968505859375,0.0002810955047607422
6.890296936035156e-05,0.00016307830810546875,0.0003719329833984375,0.0003101825714111328,0.00033783912658691406,0.0002810955047607422
6.914138793945312e-05,0.0001628398895263672,0.0003631114959716797,0.0003178119659423828,0.00033926963806152344,0.00028896331787109375
7.200241088867188e-05,0.0001678466796875,0.00036787986755371094,0.0003199577331542969,0.0003452301025390625,0.00028586387634277344
7.200241088867188e-05,0.0001678466796875,0.0003781318664550781,0.000308990478515625,0.0003459453582763672,0.00028705596923828125
7.128715515136719e-05,0.00016999244689941406,0.0003807544708251953,0.0003142356872558594,0.000335693359375,0.00028395652770996094
7.343292236328125e-05,0.0001678466796875,0.00037097930908203125,0.0003209114074707031,0.00034689903259277344,0.0002810955047607422
7.128715515136719e-05,0.00016260147094726562,0.00036406517028808594,0.0003120899200439453,0.0003368854522705078,0.00028324127197265625
7.200241088867188e-05,0.0001690387725830078,0.00037598609924316406,0.0003180503845214844,0.0003349781036376953,0.00028204917907714844
6.914138793945312e-05,0.0001628398895263672,0.00037384033203125,0.0003120899200439453,0.0003368854522705078,0.0002911090850830078
7.081031799316406e-05,0.0001621246337890625,0.0003750324249267578,0.0003211498260498047,0.00034689903259277344,0.0002923011779785156
7.200241088867188e-05,0.00016880035400390625,0.000370025634765625,0.0003190040588378906,0.000347137451171875,0.0002911090850830078
7.319450378417969e-05,0.00016689300537109375,0.0003750324249267578,0.0003120899200439453,0.0003459453582763672,0.00028896331787109375
7.176399230957031e-05,0.00016736984252929688,0.000377655029296875,0.0003190040588378906,0.0003483295440673828,0.0002930164337158203
7.295608520507812e-05,0.0001659393310546875,0.00038123130798339844,0.0003228187561035156,0.0003452301025390625,0.00028586387634277344
7.176399230957031e-05,0.00016808509826660156,0.00037288665771484375,0.0003199577331542969,0.00034618377685546875,0.0002849102020263672
7.033348083496094e-05,0.0001628398895263672,0.0003681182861328125,0.00032591819763183594,0.00034689903259277344,0.0002880096435546875
6.985664367675781e-05,0.0001709461212158203,0.0003771781921386719,0.0003120899200439453,0.000335693359375,0.0002830028533935547
7.295608520507812e-05,0.00016379356384277344,0.0003821849822998047,0.00032401084899902344,0.00034880638122558594,0.0002911090850830078
7.009506225585938e-05,0.00016808509826660156,0.0003788471221923828,0.0003209114074707031,0.00034427642822265625,0.0002880096435546875
7.033348083496094e-05,0.00016999244689941406,0.00037670135498046875,0.00032520294189453125,0.0003368854522705078,0.00029206275939941406
7.200241088867188e-05,0.00016307830810546875,0.00038695335388183594,0.00031185150146484375,0.0003371238708496094,0.0002830028533935547
7.176399230957031e-05,0.00016927719116210938,0.0003857612609863281,0.0003273487091064453,0.0003428459167480469,0.0002949237823486328
7.200241088867188e-05,0.00017404556274414062,0.0003879070281982422,0.00032520294189453125,0.00034689903259277344,0.00030303001403808594
7.390975952148438e-05,0.00017786026000976562,0.00040411949157714844,0.0003230571746826172,0.0003631114959716797,0.0002899169921875
7.390975952148438e-05,0.00017404556274414062,0.0003972053527832031,0.00031685829162597656,0.0003361701965332031,0.0003018379211425781
7.581710815429688e-05,0.0001780986785888672,0.0003859996795654297,0.00033092498779296875,0.0003540515899658203,0.0003101825714111328
7.295608520507812e-05,0.00016999244689941406,0.0004029273986816406,0.0003218650817871094,0.0003521442413330078,0.0003037452697753906
7.390975952148438e-05,0.00017714500427246094,0.00038886070251464844,0.00032830238342285156,0.00035190582275390625,0.0003027915954589844
7.200241088867188e-05,0.00016307830810546875,0.00037598609924316406,0.0003190040588378906,0.0003578662872314453,0.00030803680419921875
7.200241088867188e-05,0.00017404556274414062,0.0003981590270996094,0.0003180503845214844,0.0003330707550048828,0.0002849102020263672
7.200241088867188e-05,0.00016880035400390625,0.00038695335388183594,0.0003230571746826172,0.00033402442932128906,0.00029397010803222656
7.200241088867188e-05,0.00016689300537109375,0.0003819465637207031,0.00032520294189453125,0.00034689903259277344,0.0002899169921875
7.176399230957031e-05,0.00017023086547851562,0.0003879070281982422,0.00031685829162597656,0.00034928321838378906,0.00028705596923828125
7.081031799316406e-05,0.00016427040100097656,0.0003960132598876953,0.00032591819763183594,0.00035190582275390625,0.00029587745666503906
7.390975952148438e-05,0.0001690387725830078,0.00039124488830566406,0.0003190040588378906,0.0003497600555419922,0.0002892017364501953
7.390975952148438e-05,0.00016498565673828125,0.0003712177276611328,0.00032782554626464844,0.00034308433532714844,0.0002968311309814453
7.200241088867188e-05,0.00016999244689941406,0.0003788471221923828,0.00032711029052734375,0.0003421306610107422,0.0002949237823486328
7.200241088867188e-05,0.0001652240753173828,0.00039196014404296875,0.0003287792205810547,0.0003440380096435547,0.0003108978271484375
8.0108642578125e-05,0.00017189979553222656,0.0003859996795654297,0.0003170967102050781,0.0003559589385986328,0.00029015541076660156
7.295608520507812e-05,0.0001709461212158203,0.0003790855407714844,0.0003230571746826172,0.00034880638122558594,0.0002951622009277344
7.486343383789062e-05,0.0001690387725830078,0.00038886070251464844,0.00032806396484375,0.0003559589385986328,0.00029015541076660156
7.510185241699219e-05,0.00017213821411132812,0.00037384033203125,0.0003249645233154297,0.0003521442413330078,0.00029778480529785156
7.414817810058594e-05,0.00016880035400390625,0.0003750324249267578,0.0003311634063720703,0.00035691261291503906,0.0002989768981933594
8.296966552734375e-05,0.0001800060272216797,0.0003848075866699219,0.00032806396484375,0.00035500526428222656,0.0002989768981933594
7.390975952148438e-05,0.00017118453979492188,0.00038504600524902344,0.0003287792205810547,0.0003561973571777344,0.0002980232238769531
7.390975952148438e-05,0.00017523765563964844,0.0003859996795654297,0.00033211708068847656,0.0003540515899658203,0.0002989768981933594
7.295608520507812e-05,0.00017189979553222656,0.00038504600524902344,0.0003268718719482422,0.00036215782165527344,0.00032711029052734375
7.700920104980469e-05,0.00017905235290527344,0.0004100799560546875,0.0003590583801269531,0.00036597251892089844,0.0003147125244140625
7.891654968261719e-05,0.0001800060272216797,0.0004088878631591797,0.0003399848937988281,0.0003647804260253906,0.0003039836883544922
7.700920104980469e-05,0.0001800060272216797,0.0004038810729980469,0.00033402442932128906,0.00036406517028808594,0.000308990478515625
7.82012939453125e-05,0.00017881393432617188,0.0004031658172607422,0.0003330707550048828,0.0003650188446044922,0.00031685829162597656
8.177757263183594e-05,0.00018978118896484375,0.0004200935363769531,0.0003390312194824219,0.0003619194030761719,0.0003039836883544922
7.700920104980469e-05,0.00017690658569335938,0.00040602684020996094,0.00033211708068847656,0.0003609657287597656,0.0003008842468261719
7.700920104980469e-05,0.00018215179443359375,0.0004010200500488281,0.0003349781036376953,0.0003597736358642578,0.0003063678741455078
8.082389831542969e-05,0.00017523765563964844,0.0004069805145263672,0.0003390312194824219,0.00037217140197753906,0.0003006458282470703
7.581710815429688e-05,0.0001747608184814453,0.00040221214294433594,0.00033211708068847656,0.00035881996154785156,0.00030112266540527344
7.724761962890625e-05,0.00017404556274414062,0.0004048347473144531,0.0003330707550048828,0.00037598609924316406,0.00030112266540527344
7.700920104980469e-05,0.0001747608184814453,0.00040030479431152344,0.0003337860107421875,0.0003600120544433594,0.0003018379211425781
7.605552673339844e-05,0.00017595291137695312,0.0004029273986816406,0.000331878662109375,0.0003631114959716797,0.0002999305725097656
7.891654968261719e-05,0.00017404556274414062,0.0003998279571533203,0.0003342628479003906,0.00035691261291503906,0.0003020763397216797
8.082389831542969e-05,0.00019097328186035156,0.0004200935363769531,0.00033593177795410156,0.0003681182861328125,0.0003037452697753906
7.700920104980469e-05,0.00017499923706054688,0.0003917217254638672,0.0003342628479003906,0.0003578662872314453,0.00030112266540527344
7.700920104980469e-05,0.00017690658569335938,0.00039505958557128906,0.0003349781036376953,0.0003609657287597656,0.0003039836883544922
7.581710815429688e-05,0.00017595291137695312,0.00040411949157714844,0.00033092498779296875,0.00035500526428222656,0.0003020763397216797
7.486343383789062e-05,0.00017833709716796875,0.0004181861877441406,0.0003528594970703125,0.0003609657287597656,0.0003142356872558594
7.605552673339844e-05,0.00017786026000976562,0.0003910064697265625,0.0003349781036376953,0.0003590583801269531,0.00030612945556640625
7.700920104980469e-05,0.00017499923706054688,0.0003998279571533203,0.0003609657287597656,0.00039124488830566406,0.0003199577331542969
7.82012939453125e-05,0.00017380714416503906,0.0004162788391113281,0.0003409385681152344,0.000370025634765625,0.0003037452697753906
7.104873657226562e-05,0.00017404556274414062,0.00039386749267578125,0.0003190040588378906,0.0003561973571777344,0.0002980232238769531
7.581710815429688e-05,0.00017499923706054688,0.0003991127014160156,0.000331878662109375,0.0003581047058105469,0.00030303001403808594
7.605552673339844e-05,0.00017404556274414062,0.0003960132598876953,0.0003249645233154297,0.0003571510314941406,0.0002989768981933594
7.510185241699219e-05,0.0001709461212158203,0.0003879070281982422,0.00033402442932128906,0.00034689903259277344,0.00030612945556640625
7.700920104980469e-05,0.00017905235290527344,0.00039696693420410156,0.0003371238708496094,0.00035500526428222656,0.0003008842468261719
7.390975952148438e-05,0.0002162456512451172,0.00040602684020996094,0.000335693359375,0.0003631114959716797,0.00030303001403808594
7.82012939453125e-05,0.0001747608184814453,0.0003902912139892578,0.00033092498779296875,0.00035881996154785156,0.0003020763397216797
7.796287536621094e-05,0.00017499923706054688,0.0003910064697265625,0.0003330707550048828,0.0003597736358642578,0.00030112266540527344
7.486343383789062e-05,0.00017499923706054688,0.00039005279541015625,0.00033402442932128906,0.0003638267517089844,0.0003020763397216797
7.200241088867188e-05,0.00016689300537109375,0.00039505958557128906,0.0003299713134765625,0.0003592967987060547,0.0002918243408203125
7.510185241699219e-05,0.00017404556274414062,0.00039196014404296875,0.0003299713134765625,0.0003590583801269531,0.0003070831298828125
7.390975952148438e-05,0.00017595291137695312,0.00038814544677734375,0.00032591819763183594,0.0003561973571777344,0.0002968311309814453
7.486343383789062e-05,0.00017404556274414062,0.0003859996795654297,0.0003299713134765625,0.0003571510314941406,0.0003018379211425781
7.224082946777344e-05,0.0001728534698486328,0.00038695335388183594,0.000324249267578125,0.0003466606140136719,0.00029015541076660156
7.176399230957031e-05,0.00017118453979492188,0.00039076805114746094,0.00033211708068847656,0.0003609657287597656,0.0003209114074707031
8.225440979003906e-05,0.00017499923706054688,0.00042510032653808594,0.0003440380096435547,0.0003609657287597656,0.0003058910369873047
7.987022399902344e-05,0.00017595291137695312,0.000408172607421875,0.00033783912658691406,0.0003662109375,0.00029969215393066406
7.510185241699219e-05,0.00016880035400390625,0.0004112720489501953,0.00033783912658691406,0.00036907196044921875,0.000308990478515625
7.605552673339844e-05,0.00017523765563964844,0.0003898143768310547,0.0003261566162109375,0.0003578662872314453,0.0003170967102050781
7.581710815429688e-05,0.0001811981201171875,0.00039696693420410156,0.00033402442932128906,0.0003590583801269531,0.0002949237823486328
7.605552673339844e-05,0.00017404556274414062,0.0004010200500488281,0.0003349781036376953,0.00035881996154785156,0.0003020763397216797
